,duration_f0,duration_intensity,form,label,mean_f0,mean_intensity,range_f0,range_intensity,sd_f0,sd_intensity,slope_f0,slope_intensity,speaker,stimNum,topic
85,99,187,conventional,Literal,255.47958921844284,39.565972532303846,431.10808136973634,27.49917997177263,109.97145489545376,7.8012438446761125,2.4257214669163667,-0.03974400019878252,S4,3,box
86,98,198,nonconventional,Literal,198.18857439894694,42.93783669290869,82.58013192959109,36.69823084798399,23.56514802544877,7.938136802897594,-0.7432838221346705,-0.01079021045790329,S4,1,car
87,95,170,conventional,Literal,204.39515500329819,43.60638961683291,75.41854185049917,29.331397392927393,17.847410690045137,8.568706501734578,0.389076154774992,0.01340280028241602,S4,4,door
88,106,215,nonconventional,Literal,201.31974341109398,40.416587775753,324.5493236692405,34.44033834051445,36.73130294742159,8.329596147354401,-0.582907086286553,-0.019602203569389076,S4,5,laptop
89,93,180,nonconventional,Literal,201.23028862724348,45.02238485075378,82.48977357876132,33.01036820852486,24.89011108020983,8.2953378463357,-0.6181937500013479,-0.004144334671958857,S4,6,office
90,75,201,nonconventional,Literal,197.05679319844506,39.70809435738878,90.60672144266209,36.841157002791086,25.550050633181936,10.518354703675975,-0.8183470648904703,-0.019353773505930545,S4,7,phone
91,96,166,conventional,Literal,239.3348778584119,41.90879057473552,264.93556231845616,30.468990036545698,43.11832827387545,9.08995698824582,1.1298914053402582,-0.01806132274769699,S4,8,piano
92,74,166,nonconventional,Literal,229.28145059262144,40.72527334576698,430.7615037615101,34.25168741639034,101.11323615966907,7.58530818405293,-2.999926302243299,-0.03949716762298,S4,9,soup
93,114,288,conventional,Literal,203.9313172443857,39.70571357739477,437.02925298618254,36.24366747317859,65.99476543127764,8.38998634749532,0.526284592621912,-0.0052277968672863615,S4,10,Spanish
94,116,229,conventional,Literal,203.74038045358378,42.61242149969054,86.97886002982011,27.391037007328485,22.272713051948784,8.143237018866657,0.3022554353484198,0.007839989082889872,S4,12,temp
95,112,187,conventional,Literal,237.22560282779133,43.79858984396279,438.852979933261,27.505305201205726,91.66656273922676,7.950225944754136,-1.3051800343103024,0.013502957619408104,S4,11,window
96,86,223,nonconventional,IR,130.19271740440794,54.05929206097956,430.7880897171908,32.06268028845484,118.33317162687314,8.010810426741765,2.2529130284840035,-0.03771893487552584,S5,2,back
97,70,158,conventional,IR,103.37209002413502,55.81051043422999,57.53300291008141,32.06297376158807,17.01615271034113,8.983181328148328,-0.24552146224536514,-0.03318822257245742,S5,3,box
98,94,210,nonconventional,IR,104.07356737408676,55.79126088673704,38.28451303504998,34.091996382988135,11.73349756776651,9.314021824350487,-0.15404601050185066,-0.0012723120273037036,S5,1,car
99,62,144,conventional,IR,93.75288537709972,53.17216225638501,36.22999400748023,30.066678191636626,11.811517512302624,8.8046172008555,-0.5460712262038471,-0.03084204110166251,S5,4,door
100,82,220,nonconventional,IR,106.76356942220944,50.78495004870806,73.89523839680477,27.28267677779639,22.53178236764684,7.885846762317861,-0.27282586997493163,-0.06271377622803553,S5,5,laptop
101,89,203,nonconventional,IR,96.86728150408555,56.74392851546317,59.73556104265741,32.63590664276781,15.137612072477117,7.929939034094082,-0.31675966189259464,-0.016457237860291782,S5,6,office
102,88,199,nonconventional,IR,88.54563818955607,53.86967814501147,38.02424683616748,27.047050911721037,9.363462056726199,7.799462374616255,-0.18569786450867892,-0.05398595345732702,S5,7,phone
103,94,182,conventional,IR,109.04386044742928,54.10417900411796,58.59744916793767,34.7716834154467,17.87080363104837,8.731108099966203,-0.40173636925498324,-0.056715932849218685,S5,8,piano
104,59,206,nonconventional,IR,145.80718920583686,52.598319159876226,457.8925982196149,29.36206809302898,107.37908848839706,9.595922093628655,0.4225604134479423,-0.025300534428059587,S5,9,soup
105,86,192,conventional,IR,121.66958493761949,60.22282658806293,86.25903763560672,26.452881911580235,23.61731138658077,6.923121303147981,-0.2754831978990668,-0.0026984589462633922,S5,10,Spanish
106,96,179,conventional,IR,114.34982494346967,53.83102175927094,59.95267539653993,26.295179898912707,18.808503285383402,7.1851414288159745,-0.1064768926888446,-0.011961348099978291,S5,12,temp
107,95,203,conventional,IR,107.64552274453187,53.11190179816011,69.8011674365313,32.80681747477144,17.49635637388762,9.519143073219029,-0.16864375973531112,-0.043114559384487154,S5,11,window
108,69,154,nonconventional,Literal,82.82395231952493,56.27517952591625,16.87195774122624,29.26003531379746,3.3486652222497955,5.728501047990319,-0.08001380998974612,-0.06881451533749,S5,2,back
109,56,149,conventional,Literal,89.28271580195148,52.03646805146701,104.37305083982693,22.68665044044156,22.981433050856406,6.838005248454019,0.017185350318644394,-0.01416991205072489,S5,3,box
110,83,181,nonconventional,Literal,83.87301266656911,54.35777015623728,62.350203615402634,29.246442188613166,9.196876262626787,7.61620771828002,-0.09930814653533501,-0.04244769008455412,S5,1,car
111,52,127,conventional,Literal,128.41950140730313,53.54693466509534,469.22120677754793,28.33463966275737,133.4614560187586,6.716740106153492,4.355518589359073,-0.029919585323326017,S5,4,door
112,76,181,nonconventional,Literal,84.59615678738851,54.74998898647102,15.807246729794969,29.401813978436522,3.7697536875555038,8.161636619158372,-0.04224107737054148,-0.048696698888360666,S5,5,laptop
113,73,185,nonconventional,Literal,83.13784584329603,55.038610203254485,17.897421126113827,29.064128864322058,4.141642995030625,7.174423459234674,-0.12179022697995191,-0.02766955704822988,S5,6,office
114,61,150,nonconventional,Literal,85.09387226814334,52.18412683028506,54.18374724399277,22.667024127363057,12.572828115112308,5.709690871251913,0.46209364170536943,0.025891671316302826,S5,7,phone
115,103,160,conventional,Literal,87.8513406983846,54.949880245429924,31.264570137276948,26.53229798145953,5.537153663159168,6.2760156348732705,-0.10184347704405182,-0.01804875424998424,S5,8,piano
116,55,202,nonconventional,Literal,102.80277178204726,52.95223324416386,128.66641655866732,32.90853906701056,26.27376966144411,9.846944943431373,0.1621829609375728,-0.010184797763807138,S5,9,soup
117,84,192,conventional,Literal,86.2783568790732,54.66316327972073,33.12350974951781,24.84249076510544,5.908085870194158,5.945293032860363,-0.17225816291268212,-0.043629214428590836,S5,10,Spanish
118,67,174,conventional,Literal,98.55356690425239,50.86199336834917,327.73527913477574,21.40224112286672,65.68781521668534,5.162808264598733,0.7571315755007186,-0.02963097276477715,S5,12,temp
119,91,160,conventional,Literal,89.43029408944643,57.537802414385716,23.840889256061843,19.414776913125912,4.857373717071736,5.555955854908453,-0.09281990482156893,0.011384583441734578,S5,11,window
